date,region,country,product,sales_rep,channel,segment,units_sold,unit_price_usd,discount_rate,revenue_usd,fleet_uptime,battery_health,co2_saved_tons
2024-10-05,Southern Africa,Zambia,Battery Pack Gen2,Yao Kouamé,Direct,Private Fleet,1,45000,0.0,45000.0,0.963,0.965,3.63
2024-10-06,East Africa,Kenya,Depot Charger 60kW,Yao Kouamé,Partner,Public Transport,1,25000,0.009,24775.0,0.995,0.941,3.02
2024-10-06,West Africa,Côte d'Ivoire,E-Bus 35,Awa Diallo,Partner,Public Transport,1,210000,0.009,208110.0,0.975,0.949,3.09
2024-10-06,Southern Africa,Zimbabwe,E-Bus 25,Peter Otieno,Partner,Shuttle Services,1,155000,0.088,141360.0,0.85,0.956,3.11
2024-10-06,North Africa,Morocco,Depot Charger 60kW,Peter Otieno,Direct,Private Fleet,1,25000,0.103,22425.0,0.946,0.99,2.35
2024-10-06,East Africa,Kenya,Depot Charger 60kW,Fatou Ndiaye,Direct,Private Fleet,3,25000,0.021,73425.0,0.995,0.899,11.36
2024-10-07,West Africa,Ghana,Onboard Charger 30kW,Peter Otieno,Direct,Public Transport,1,12000,0.083,11004.0,0.88,0.845,3.28
2024-10-07,West Africa,Ghana,Battery Pack Gen2,Peter Otieno,Partner,Public Transport,1,45000,0.022,44010.0,0.968,0.977,3.96
2024-10-07,West Africa,Senegal,Battery Pack Gen2,John Mwangi,Direct,Private Fleet,1,45000,0.0,45000.0,0.961,0.893,3.6
2024-10-07,North Africa,Tunisia,E-Bus 35,Yao Kouamé,Tender,Public Transport,1,210000,0.04,201600.0,0.952,0.941,2.48
2024-10-08,East Africa,Uganda,Battery Pack Gen2,Fatou Ndiaye,Partner,Public Transport,1,45000,0.065,42075.0,0.964,0.896,3.83
2024-10-08,East Africa,Uganda,Onboard Charger 30kW,Yao Kouamé,Direct,Private Fleet,1,12000,0.051,11388.0,0.931,0.879,3.95
2024-10-08,North Africa,Tunisia,Depot Charger 60kW,Peter Otieno,Direct,Private Fleet,1,25000,0.083,22925.0,0.941,0.901,3.84
2024-10-08,North Africa,Egypt,Depot Charger 60kW,Peter Otieno,Direct,Public Transport,1,25000,0.043,23925.0,0.957,0.912,3.5
2024-10-09,North Africa,Morocco,Depot Charger 60kW,Lerato Moyo,Direct,Private Fleet,1,25000,0.032,24200.0,0.896,0.96,3.9
2024-10-09,West Africa,Senegal,Onboard Charger 30kW,Fatou Ndiaye,Partner,Shuttle Services,1,12000,0.044,11472.0,0.995,0.934,3.2
2024-10-09,West Africa,Côte d'Ivoire,Depot Charger 60kW,Fatou Ndiaye,Partner,Public Transport,1,25000,0.009,24775.0,0.991,0.99,2.53
2024-10-09,Southern Africa,Zambia,E-Bus 45,Yao Kouamé,Tender,Private Fleet,1,280000,0.053,265160.0,0.974,0.939,3.1
2024-10-09,North Africa,Tunisia,Depot Charger 60kW,Yao Kouamé,Direct,Public Transport,1,25000,0.016,24600.0,0.92,0.848,2.84
2024-10-10,West Africa,Senegal,E-Bus 25,Lerato Moyo,Direct,Public Transport,1,155000,0.049,147405.0,0.961,0.895,2.91
2024-10-10,North Africa,Tunisia,E-Bus 45,Awa Diallo,Direct,Private Fleet,1,280000,0.079,257880.0,0.968,0.937,1.73
2024-10-11,West Africa,Ghana,Onboard Charger 30kW,Fatou Ndiaye,Direct,Public Transport,1,12000,0.062,11256.0,0.978,0.988,2.3
2024-10-11,Southern Africa,Zimbabwe,E-Bus 35,Lerato Moyo,Direct,Public Transport,1,210000,0.0,210000.0,0.947,0.956,2.46
2024-10-11,East Africa,Kenya,E-Bus 45,Fatou Ndiaye,Partner,Public Transport,1,280000,0.043,267960.0,0.926,0.936,3.06
2024-10-11,North Africa,Tunisia,Onboard Charger 30kW,John Mwangi,Partner,Private Fleet,1,12000,0.076,11088.0,0.94,0.802,2.0
2024-10-11,East Africa,Uganda,E-Bus 25,Peter Otieno,Partner,Shuttle Services,1,155000,0.031,150195.0,0.958,0.949,2.39
2024-10-11,Southern Africa,South Africa,E-Bus 35,Peter Otieno,Direct,Private Fleet,1,210000,0.084,192360.0,0.955,0.918,2.2
2024-10-11,North Africa,Egypt,E-Bus 35,John Mwangi,Partner,Private Fleet,1,210000,0.047,200130.0,0.941,0.925,2.19
2024-10-11,North Africa,Egypt,Battery Pack Gen2,Peter Otieno,Tender,Private Fleet,1,45000,0.064,42120.0,0.961,0.967,2.51
2024-10-11,North Africa,Egypt,Depot Charger 60kW,Lerato Moyo,Direct,Private Fleet,1,25000,0.062,23450.0,0.974,0.979,1.54
2024-10-12,East Africa,Uganda,E-Bus 35,Fatou Ndiaye,Partner,Private Fleet,1,210000,0.076,194040.0,0.913,0.902,2.16
2024-10-12,West Africa,Ghana,Depot Charger 60kW,John Mwangi,Partner,Public Transport,2,25000,0.019,49050.0,0.984,0.869,6.63
2024-10-13,East Africa,Tanzania,Battery Pack Gen2,John Mwangi,Direct,Shuttle Services,1,45000,0.04,43200.0,0.986,0.889,2.03
2024-10-13,North Africa,Morocco,Depot Charger 60kW,Lerato Moyo,Direct,Private Fleet,1,25000,0.095,22625.0,0.954,0.944,1.65
2024-10-13,Southern Africa,Zimbabwe,Onboard Charger 30kW,Awa Diallo,Direct,Public Transport,1,12000,0.005,11940.0,0.95,0.898,3.26
2024-10-13,East Africa,Uganda,E-Bus 25,John Mwangi,Partner,Private Fleet,2,155000,0.076,286440.0,0.901,0.906,4.42
2024-10-14,Southern Africa,South Africa,Onboard Charger 30kW,John Mwangi,Partner,Private Fleet,3,12000,0.074,33336.0,0.985,0.942,7.04
2024-10-14,East Africa,Kenya,Depot Charger 60kW,Awa Diallo,Partner,Public Transport,1,25000,0.081,22975.0,0.939,0.91,2.72
2024-10-14,North Africa,Tunisia,Onboard Charger 30kW,Fatou Ndiaye,Tender,Public Transport,1,12000,0.042,11496.0,0.936,0.888,3.25
2024-10-14,North Africa,Morocco,E-Bus 25,Yao Kouamé,Tender,Private Fleet,2,155000,0.056,292640.0,0.946,0.912,3.04
2024-10-14,North Africa,Tunisia,Depot Charger 60kW,Awa Diallo,Tender,Public Transport,5,25000,0.079,115125.0,0.995,0.916,19.06
2024-10-14,Southern Africa,South Africa,Depot Charger 60kW,Lerato Moyo,Direct,Public Transport,1,25000,0.045,23875.0,0.915,0.942,1.76
2024-10-15,East Africa,Tanzania,E-Bus 25,Lerato Moyo,Direct,Public Transport,1,155000,0.04,148800.0,0.929,0.903,2.45
2024-10-15,East Africa,Uganda,Depot Charger 60kW,John Mwangi,Partner,Public Transport,1,25000,0.069,23275.0,0.981,0.918,3.89
2024-10-15,Southern Africa,South Africa,Battery Pack Gen2,Yao Kouamé,Tender,Public Transport,1,45000,0.076,41580.0,0.89,0.873,1.69
2024-10-16,North Africa,Tunisia,E-Bus 25,Awa Diallo,Direct,Public Transport,1,155000,0.1,139500.0,0.898,0.958,3.28
2024-10-16,East Africa,Tanzania,Battery Pack Gen2,Lerato Moyo,Direct,Private Fleet,1,45000,0.102,40410.0,0.944,0.95,2.44
2024-10-16,West Africa,Ghana,E-Bus 25,John Mwangi,Direct,Private Fleet,1,155000,0.053,146785.0,0.967,0.898,2.05
2024-10-16,North Africa,Egypt,Depot Charger 60kW,John Mwangi,Partner,Public Transport,1,25000,0.068,23300.0,0.945,0.898,2.65
2024-10-17,West Africa,Senegal,E-Bus 35,Fatou Ndiaye,Direct,Public Transport,1,210000,0.057,198030.0,0.902,0.935,2.36
2024-10-17,Southern Africa,Zambia,E-Bus 35,Yao Kouamé,Direct,Public Transport,1,210000,0.092,190680.0,0.979,0.99,2.97
2024-10-17,Southern Africa,South Africa,Onboard Charger 30kW,Yao Kouamé,Partner,Private Fleet,1,12000,0.051,11388.0,0.975,0.912,2.72
2024-10-17,Southern Africa,Zambia,Battery Pack Gen2,John Mwangi,Direct,Private Fleet,1,45000,0.026,43830.0,0.955,0.894,3.88
2024-10-18,East Africa,Tanzania,E-Bus 45,Peter Otieno,Direct,Public Transport,1,280000,0.036,269920.0,0.942,0.979,1.82
2024-10-18,North Africa,Egypt,E-Bus 45,Yao Kouamé,Direct,Shuttle Services,1,280000,0.051,265720.0,0.967,0.893,2.73
2024-10-19,North Africa,Egypt,E-Bus 25,Awa Diallo,Direct,Public Transport,1,155000,0.071,143995.0,0.909,0.961,1.91
2024-10-19,North Africa,Tunisia,E-Bus 45,Lerato Moyo,Direct,Public Transport,1,280000,0.003,279160.0,0.908,0.96,1.62
2024-10-20,Southern Africa,South Africa,E-Bus 35,Fatou Ndiaye,Tender,Shuttle Services,1,210000,0.058,197820.0,0.957,0.944,1.98
2024-10-20,North Africa,Egypt,E-Bus 25,Lerato Moyo,Direct,Public Transport,2,155000,0.083,284270.0,0.995,0.919,6.5
2024-10-20,North Africa,Egypt,E-Bus 45,Yao Kouamé,Direct,Private Fleet,2,280000,0.068,521920.0,0.892,0.936,4.31
2024-10-21,West Africa,Côte d'Ivoire,E-Bus 25,Fatou Ndiaye,Partner,Public Transport,1,155000,0.109,138105.0,0.945,0.882,2.56
2024-10-22,East Africa,Kenya,E-Bus 25,Lerato Moyo,Tender,Private Fleet,1,155000,0.106,138570.0,0.91,0.878,2.46
2024-10-22,West Africa,Senegal,E-Bus 25,Fatou Ndiaye,Direct,Shuttle Services,1,155000,0.004,154380.0,0.949,0.929,3.52
2024-10-22,East Africa,Uganda,E-Bus 35,Peter Otieno,Partner,Shuttle Services,1,210000,0.1,189000.0,0.94,0.965,1.85
2024-10-22,West Africa,Senegal,Depot Charger 60kW,John Mwangi,Direct,Private Fleet,1,25000,0.027,24325.0,0.924,0.958,2.66
2024-10-23,West Africa,Ghana,Onboard Charger 30kW,Peter Otieno,Direct,Shuttle Services,1,12000,0.073,11124.0,0.942,0.99,3.05
2024-10-23,Southern Africa,Zambia,Onboard Charger 30kW,Lerato Moyo,Direct,Shuttle Services,1,12000,0.077,11076.0,0.907,0.894,1.59
2024-10-23,Southern Africa,South Africa,Depot Charger 60kW,John Mwangi,Direct,Private Fleet,1,25000,0.08,23000.0,0.913,0.888,3.98
2024-10-23,North Africa,Morocco,Depot Charger 60kW,Awa Diallo,Direct,Private Fleet,1,25000,0.025,24375.0,0.98,0.887,2.69
2024-10-23,East Africa,Uganda,E-Bus 35,Yao Kouamé,Direct,Private Fleet,1,210000,0.077,193830.0,0.945,0.921,2.5
2024-10-24,Southern Africa,South Africa,E-Bus 25,Awa Diallo,Partner,Private Fleet,1,155000,0.105,138725.0,0.937,0.886,2.09
2024-10-24,East Africa,Tanzania,Battery Pack Gen2,John Mwangi,Partner,Private Fleet,2,45000,0.038,86580.0,0.962,0.976,7.93
2024-10-24,Southern Africa,South Africa,E-Bus 25,Lerato Moyo,Direct,Public Transport,1,155000,0.06,145700.0,0.954,0.92,2.19
2024-10-24,Southern Africa,South Africa,Onboard Charger 30kW,Lerato Moyo,Direct,Shuttle Services,3,12000,0.037,34668.0,0.946,0.959,7.49
2024-10-24,East Africa,Tanzania,E-Bus 45,Peter Otieno,Direct,Shuttle Services,1,280000,0.075,259000.0,0.913,0.934,3.98
2024-10-24,North Africa,Egypt,Onboard Charger 30kW,Peter Otieno,Partner,Shuttle Services,1,12000,0.059,11292.0,0.991,0.928,3.6
2024-10-24,Southern Africa,Zambia,Battery Pack Gen2,John Mwangi,Partner,Public Transport,1,45000,0.052,42660.0,0.976,0.866,3.78
2024-10-25,North Africa,Egypt,Depot Charger 60kW,Yao Kouamé,Direct,Public Transport,2,25000,0.04,48000.0,0.955,0.984,7.11
2024-10-25,West Africa,Ghana,Battery Pack Gen2,Fatou Ndiaye,Partner,Shuttle Services,2,45000,0.033,87030.0,0.913,0.902,7.06
2024-10-25,North Africa,Egypt,Onboard Charger 30kW,Yao Kouamé,Partner,Private Fleet,2,12000,0.057,22632.0,0.91,0.905,5.79
2024-10-26,North Africa,Egypt,E-Bus 25,Awa Diallo,Direct,Private Fleet,1,155000,0.036,149420.0,0.92,0.914,3.77
2024-10-26,North Africa,Morocco,Battery Pack Gen2,Awa Diallo,Partner,Private Fleet,1,45000,0.065,42075.0,0.92,0.907,2.68
2024-10-26,East Africa,Uganda,Battery Pack Gen2,Lerato Moyo,Tender,Public Transport,1,45000,0.012,44460.0,0.969,0.888,2.17
2024-10-27,North Africa,Tunisia,Onboard Charger 30kW,Yao Kouamé,Tender,Private Fleet,3,12000,0.015,35460.0,0.96,0.948,10.93
2024-10-27,North Africa,Egypt,E-Bus 35,Yao Kouamé,Partner,Public Transport,1,210000,0.047,200130.0,0.919,0.917,3.58
2024-10-27,Southern Africa,Zimbabwe,Depot Charger 60kW,Peter Otieno,Partner,Private Fleet,1,25000,0.009,24775.0,0.944,0.941,2.05
2024-10-27,Southern Africa,Zambia,Onboard Charger 30kW,Lerato Moyo,Direct,Private Fleet,3,12000,0.077,33228.0,0.939,0.91,9.81
2024-10-27,East Africa,Kenya,E-Bus 35,Peter Otieno,Direct,Shuttle Services,2,210000,0.057,396060.0,0.934,0.938,7.7
2024-10-28,West Africa,Senegal,Battery Pack Gen2,Fatou Ndiaye,Direct,Private Fleet,1,45000,0.0,45000.0,0.99,0.924,3.37
2024-10-28,Southern Africa,Zimbabwe,Onboard Charger 30kW,Awa Diallo,Direct,Private Fleet,1,12000,0.063,11244.0,0.941,0.849,3.94
2024-10-29,East Africa,Kenya,E-Bus 35,John Mwangi,Partner,Private Fleet,1,210000,0.043,200970.0,0.938,0.952,3.71
2024-10-29,Southern Africa,South Africa,E-Bus 45,Peter Otieno,Partner,Private Fleet,1,280000,0.059,263480.0,0.944,0.981,2.29
2024-10-29,East Africa,Tanzania,E-Bus 25,Yao Kouamé,Partner,Private Fleet,1,155000,0.065,144925.0,0.93,0.938,3.55
2024-10-29,East Africa,Kenya,E-Bus 35,Lerato Moyo,Direct,Shuttle Services,1,210000,0.058,197820.0,0.932,0.864,1.64
2024-10-29,East Africa,Tanzania,Depot Charger 60kW,Awa Diallo,Direct,Private Fleet,2,25000,0.042,47900.0,0.939,0.896,3.54
2024-10-29,North Africa,Tunisia,E-Bus 25,Peter Otieno,Direct,Shuttle Services,3,155000,0.055,439425.0,0.893,0.898,6.77
2024-10-29,North Africa,Morocco,Depot Charger 60kW,John Mwangi,Direct,Public Transport,1,25000,0.0,25000.0,0.933,0.99,3.08
2024-10-30,East Africa,Tanzania,E-Bus 35,Awa Diallo,Direct,Private Fleet,1,210000,0.064,196560.0,0.954,0.908,3.3
2024-10-30,Southern Africa,Zimbabwe,Battery Pack Gen2,John Mwangi,Tender,Private Fleet,1,45000,0.029,43695.0,0.995,0.933,2.92
2024-10-30,North Africa,Tunisia,E-Bus 25,Lerato Moyo,Tender,Shuttle Services,1,155000,0.025,151125.0,0.938,0.969,1.94
2024-10-31,West Africa,Ghana,Battery Pack Gen2,Awa Diallo,Direct,Shuttle Services,2,45000,0.066,84060.0,0.863,0.922,5.02
2024-10-31,West Africa,Côte d'Ivoire,E-Bus 45,Fatou Ndiaye,Direct,Private Fleet,1,280000,0.046,267120.0,0.944,0.965,3.22
2024-10-31,Southern Africa,Zambia,Onboard Charger 30kW,Fatou Ndiaye,Direct,Private Fleet,1,12000,0.041,11508.0,0.962,0.918,1.97
2024-10-31,East Africa,Kenya,E-Bus 25,Peter Otieno,Direct,Shuttle Services,1,155000,0.043,148335.0,0.918,0.945,2.09
2024-11-01,East Africa,Kenya,Onboard Charger 30kW,Yao Kouamé,Partner,Shuttle Services,1,12000,0.055,11340.0,0.91,0.924,3.06
2024-11-01,East Africa,Kenya,Onboard Charger 30kW,John Mwangi,Partner,Shuttle Services,1,12000,0.055,11340.0,0.941,0.906,3.27
2024-11-01,Southern Africa,Zambia,E-Bus 35,Peter Otieno,Direct,Public Transport,1,210000,0.03,203700.0,0.995,0.881,1.54
2024-11-02,Southern Africa,Zambia,Depot Charger 60kW,Awa Diallo,Direct,Private Fleet,5,25000,0.0,125000.0,0.96,0.914,7.65
2024-11-02,North Africa,Egypt,Depot Charger 60kW,Fatou Ndiaye,Direct,Public Transport,1,25000,0.105,22375.0,0.944,0.914,3.53
2024-11-02,Southern Africa,Zambia,Onboard Charger 30kW,John Mwangi,Direct,Shuttle Services,1,12000,0.035,11580.0,0.973,0.937,2.4
2024-11-03,East Africa,Kenya,E-Bus 25,Peter Otieno,Partner,Public Transport,1,155000,0.045,148025.0,0.995,0.903,3.61
2024-11-03,North Africa,Tunisia,Battery Pack Gen2,Fatou Ndiaye,Direct,Public Transport,1,45000,0.046,42930.0,0.889,0.893,3.78
2024-11-03,North Africa,Morocco,E-Bus 45,Fatou Ndiaye,Direct,Private Fleet,1,280000,0.039,269080.0,0.981,0.895,2.56
2024-11-03,West Africa,Côte d'Ivoire,Battery Pack Gen2,John Mwangi,Direct,Public Transport,1,45000,0.073,41715.0,0.952,0.947,2.95
2024-11-03,North Africa,Egypt,Onboard Charger 30kW,Peter Otieno,Partner,Public Transport,1,12000,0.078,11064.0,0.928,0.927,1.86
2024-11-04,Southern Africa,Zambia,Battery Pack Gen2,Peter Otieno,Direct,Private Fleet,1,45000,0.019,44145.0,0.923,0.938,3.35
2024-11-04,West Africa,Ghana,Battery Pack Gen2,Awa Diallo,Direct,Public Transport,2,45000,0.088,82080.0,0.89,0.855,7.52
2024-11-04,East Africa,Uganda,E-Bus 45,Fatou Ndiaye,Partner,Private Fleet,1,280000,0.088,255360.0,0.962,0.894,1.62
2024-11-04,Southern Africa,Zambia,E-Bus 35,Awa Diallo,Direct,Public Transport,2,210000,0.037,404460.0,0.916,0.858,5.49
2024-11-04,East Africa,Tanzania,E-Bus 45,Peter Otieno,Direct,Private Fleet,1,280000,0.063,262360.0,0.941,0.99,2.73
2024-11-04,East Africa,Tanzania,E-Bus 35,Fatou Ndiaye,Direct,Shuttle Services,1,210000,0.068,195720.0,0.893,0.877,3.48
2024-11-04,North Africa,Morocco,E-Bus 35,Peter Otieno,Direct,Public Transport,1,210000,0.06,197400.0,0.908,0.905,3.11
2024-11-04,West Africa,Ghana,E-Bus 35,Fatou Ndiaye,Partner,Public Transport,2,210000,0.036,404880.0,0.967,0.91,3.41
2024-11-05,Southern Africa,Zimbabwe,Battery Pack Gen2,John Mwangi,Partner,Shuttle Services,3,45000,0.057,127305.0,0.967,0.881,7.46
2024-11-05,North Africa,Egypt,E-Bus 45,Awa Diallo,Direct,Private Fleet,1,280000,0.039,269080.0,0.963,0.879,1.86
2024-11-05,West Africa,Senegal,E-Bus 25,Yao Kouamé,Direct,Public Transport,1,155000,0.022,151590.0,0.995,0.928,3.86
2024-11-05,North Africa,Morocco,E-Bus 25,Fatou Ndiaye,Partner,Private Fleet,2,155000,0.04,297600.0,0.948,0.899,4.47
2024-11-05,North Africa,Tunisia,E-Bus 45,Peter Otieno,Partner,Private Fleet,1,280000,0.102,251440.0,0.917,0.914,3.02
2024-11-06,Southern Africa,South Africa,E-Bus 35,Yao Kouamé,Partner,Public Transport,1,210000,0.043,200970.0,0.989,0.973,2.04
2024-11-06,West Africa,Senegal,Depot Charger 60kW,Peter Otieno,Partner,Private Fleet,2,25000,0.064,46800.0,0.922,0.928,4.27
2024-11-06,East Africa,Tanzania,E-Bus 25,Yao Kouamé,Direct,Private Fleet,1,155000,0.074,143530.0,0.995,0.955,2.84
2024-11-06,West Africa,Ghana,Battery Pack Gen2,Fatou Ndiaye,Direct,Shuttle Services,2,45000,0.081,82710.0,0.993,0.902,7.34
2024-11-07,East Africa,Tanzania,E-Bus 45,Awa Diallo,Direct,Shuttle Services,1,280000,0.063,262360.0,0.953,0.876,3.15
2024-11-07,East Africa,Uganda,Depot Charger 60kW,Fatou Ndiaye,Direct,Public Transport,1,25000,0.015,24625.0,0.994,0.986,3.37
2024-11-07,North Africa,Tunisia,E-Bus 25,John Mwangi,Direct,Private Fleet,1,155000,0.051,147095.0,0.961,0.92,2.86
2024-11-08,Southern Africa,Zambia,E-Bus 35,Peter Otieno,Tender,Shuttle Services,3,210000,0.054,595980.0,0.93,0.969,11.93
2024-11-08,East Africa,Tanzania,Depot Charger 60kW,Yao Kouamé,Direct,Public Transport,1,25000,0.063,23425.0,0.931,0.99,2.98
2024-11-08,West Africa,Senegal,Depot Charger 60kW,Yao Kouamé,Partner,Private Fleet,1,25000,0.026,24350.0,0.938,0.884,1.98
2024-11-09,East Africa,Uganda,Battery Pack Gen2,Lerato Moyo,Tender,Private Fleet,2,45000,0.038,86580.0,0.913,0.93,7.65
2024-11-09,North Africa,Egypt,E-Bus 35,Peter Otieno,Direct,Public Transport,1,210000,0.0,210000.0,0.938,0.907,2.26
2024-11-09,West Africa,Côte d'Ivoire,E-Bus 25,Peter Otieno,Partner,Private Fleet,1,155000,0.032,150040.0,0.902,0.936,2.61
2024-11-09,Southern Africa,Zimbabwe,Onboard Charger 30kW,Fatou Ndiaye,Partner,Shuttle Services,1,12000,0.046,11448.0,0.953,0.927,3.57
2024-11-10,West Africa,Côte d'Ivoire,E-Bus 45,John Mwangi,Partner,Private Fleet,1,280000,0.105,250600.0,0.912,0.912,2.53
2024-11-10,Southern Africa,South Africa,E-Bus 35,Yao Kouamé,Direct,Public Transport,1,210000,0.047,200130.0,0.993,0.898,2.92
2024-11-10,North Africa,Tunisia,Depot Charger 60kW,Awa Diallo,Tender,Public Transport,1,25000,0.0,25000.0,0.924,0.889,3.5
2024-11-10,North Africa,Egypt,E-Bus 25,John Mwangi,Tender,Public Transport,2,155000,0.048,295120.0,0.993,0.913,4.85
2024-11-10,West Africa,Côte d'Ivoire,E-Bus 25,Awa Diallo,Tender,Public Transport,1,155000,0.07,144150.0,0.995,0.889,2.89
2024-11-10,Southern Africa,South Africa,Battery Pack Gen2,John Mwangi,Tender,Public Transport,1,45000,0.06,42300.0,0.943,0.944,2.41
2024-11-11,North Africa,Egypt,E-Bus 25,Fatou Ndiaye,Direct,Public Transport,1,155000,0.08,142600.0,0.929,0.944,2.41
2024-11-11,Southern Africa,South Africa,Onboard Charger 30kW,Fatou Ndiaye,Direct,Private Fleet,1,12000,0.092,10896.0,0.925,0.925,3.38
2024-11-11,North Africa,Morocco,Depot Charger 60kW,Lerato Moyo,Tender,Shuttle Services,1,25000,0.049,23775.0,0.932,0.966,3.13
2024-11-11,East Africa,Kenya,Depot Charger 60kW,Yao Kouamé,Direct,Private Fleet,1,25000,0.113,22175.0,0.915,0.885,3.11
2024-11-12,East Africa,Kenya,E-Bus 25,Fatou Ndiaye,Direct,Public Transport,1,155000,0.073,143685.0,0.96,0.954,3.27
2024-11-12,East Africa,Tanzania,E-Bus 25,Lerato Moyo,Direct,Shuttle Services,2,155000,0.05,294500.0,0.856,0.935,4.88
2024-11-12,North Africa,Tunisia,Onboard Charger 30kW,John Mwangi,Direct,Public Transport,1,12000,0.04,11520.0,0.946,0.96,1.67
2024-11-12,West Africa,Ghana,Battery Pack Gen2,John Mwangi,Direct,Public Transport,1,45000,0.037,43335.0,0.985,0.929,2.3
2024-11-13,Southern Africa,South Africa,Onboard Charger 30kW,Peter Otieno,Partner,Public Transport,1,12000,0.053,11364.0,0.995,0.878,1.77
2024-11-13,Southern Africa,Zambia,E-Bus 35,Fatou Ndiaye,Tender,Private Fleet,2,210000,0.034,405720.0,0.942,0.897,4.99
2024-11-13,Southern Africa,Zambia,E-Bus 45,John Mwangi,Partner,Private Fleet,1,280000,0.062,262640.0,0.916,0.918,3.64
2024-11-13,Southern Africa,South Africa,E-Bus 35,Fatou Ndiaye,Direct,Private Fleet,1,210000,0.106,187740.0,0.877,0.974,2.65
2024-11-14,West Africa,Senegal,Depot Charger 60kW,John Mwangi,Direct,Private Fleet,1,25000,0.064,23400.0,0.932,0.901,2.86
2024-11-14,West Africa,Côte d'Ivoire,Battery Pack Gen2,Fatou Ndiaye,Direct,Private Fleet,1,45000,0.0,45000.0,0.953,0.866,3.39
2024-11-14,North Africa,Morocco,Onboard Charger 30kW,Lerato Moyo,Direct,Public Transport,1,12000,0.048,11424.0,0.977,0.844,2.74
2024-11-14,West Africa,Ghana,Battery Pack Gen2,Fatou Ndiaye,Partner,Private Fleet,2,45000,0.059,84690.0,0.974,0.985,5.06
2024-11-15,West Africa,Senegal,Battery Pack Gen2,John Mwangi,Partner,Private Fleet,1,45000,0.057,42435.0,0.92,0.939,3.2
2024-11-15,Southern Africa,South Africa,E-Bus 45,John Mwangi,Tender,Public Transport,1,280000,0.049,266280.0,0.903,0.898,3.44
2024-11-15,North Africa,Morocco,E-Bus 35,Yao Kouamé,Partner,Shuttle Services,1,210000,0.053,198870.0,0.939,0.901,3.76
2024-11-15,Southern Africa,Zimbabwe,E-Bus 35,Lerato Moyo,Partner,Public Transport,1,210000,0.082,192780.0,0.989,0.889,2.89
2024-11-16,West Africa,Côte d'Ivoire,Depot Charger 60kW,Peter Otieno,Direct,Public Transport,3,25000,0.073,69525.0,0.905,0.906,11.53
2024-11-16,North Africa,Egypt,Depot Charger 60kW,Lerato Moyo,Partner,Private Fleet,1,25000,0.099,22525.0,0.989,0.886,3.77
2024-11-16,Southern Africa,Zimbabwe,Depot Charger 60kW,Awa Diallo,Partner,Private Fleet,1,25000,0.048,23800.0,0.976,0.906,3.82
2024-11-16,Southern Africa,South Africa,E-Bus 35,Lerato Moyo,Partner,Shuttle Services,1,210000,0.077,193830.0,0.894,0.921,2.86
2024-11-16,West Africa,Ghana,Battery Pack Gen2,Lerato Moyo,Partner,Public Transport,1,45000,0.057,42435.0,0.943,0.942,3.81
2024-11-16,North Africa,Morocco,Battery Pack Gen2,John Mwangi,Direct,Shuttle Services,1,45000,0.039,43245.0,0.924,0.928,3.27
2024-11-17,East Africa,Tanzania,Onboard Charger 30kW,Peter Otieno,Direct,Public Transport,1,12000,0.075,11100.0,0.959,0.926,2.14
2024-11-17,North Africa,Tunisia,Battery Pack Gen2,John Mwangi,Partner,Shuttle Services,1,45000,0.067,41985.0,0.982,0.885,1.6
2024-11-18,East Africa,Kenya,Battery Pack Gen2,John Mwangi,Direct,Private Fleet,3,45000,0.066,126090.0,0.916,0.908,10.96
2024-11-18,West Africa,Ghana,E-Bus 25,John Mwangi,Direct,Public Transport,1,155000,0.056,146320.0,0.948,0.86,2.39
2024-11-18,North Africa,Tunisia,Battery Pack Gen2,John Mwangi,Direct,Private Fleet,1,45000,0.031,43605.0,0.928,0.877,3.05
